学号,individual_report
pjwrqxbj977,"【学业发展诊断建议书】
学号：pjwrqxbj977 | 诊断画像：学业游离型 | 演化轨迹：持续优良型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：该生行为模式稳定，但在评价体系中触发了【高危稳态偏离】。 系统判定的风险概率极高，达到 1.0。虽在【portrait】上极其自律，但由于完全偏离了【奖学金获奖】等关键考核指标，导致学业轨迹出现结构性偏差。

3. 诊断结论：系统判定风险概率为 1.0。核心归因为【行为轨迹发生显著漂移】，当前学业薄弱点为【奖学金获奖】。

4. 干预建议：建议关注该生是否存在‘盲目自律’，需引导其将精力回归至【奖学金获奖】，确保能顺利达成学业目标。"
pjwrqxbj978,"【学业发展诊断建议书】
学号：pjwrqxbj978 | 诊断画像：学业游离型 | 演化轨迹：行为波动型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.888）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.888。核心归因为【综合偏差】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjwrqxbj979,"【学业发展诊断建议书】
学号：pjwrqxbj979 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.898）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.898。核心归因为【综合偏差】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjwrqxbj980,"【学业发展诊断建议书】
学号：pjwrqxbj980 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.897）。其在【体能】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.897。核心归因为【综合偏差】，当前学业薄弱点为【体能】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【体能】维度的断层，防止其彻底滑向学业违约。"
pjwrqxbj983,"【学业发展诊断建议书】
学号：pjwrqxbj983 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.898）。其在【portrait】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.898。核心归因为【综合偏差】，当前学业薄弱点为【portrait】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【portrait】维度的断层，防止其彻底滑向学业违约。"
pjwrqxbj984,"【学业发展诊断建议书】
学号：pjwrqxbj984 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.892）。其在【student】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.892。核心归因为【综合偏差】，当前学业薄弱点为【student】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【student】维度的断层，防止其彻底滑向学业违约。"
pjwrqxbj985,"【学业发展诊断建议书】
学号：pjwrqxbj985 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 1.0）。其在【本科生综合测评】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 1.0。核心归因为【行为轨迹发生显著漂移】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【本科生综合测评】维度的断层，防止其彻底滑向学业违约。"
pjwrqxbj988,"【学业发展诊断建议书】
学号：pjwrqxbj988 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.896）。其在【本科生综合测评】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.896。核心归因为【综合偏差】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【本科生综合测评】维度的断层，防止其彻底滑向学业违约。"
pjwrqxbj991,"【学业发展诊断建议书】
学号：pjwrqxbj991 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.895）。其在【讨论记录】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.895。核心归因为【综合偏差】，当前学业薄弱点为【讨论记录】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【讨论记录】维度的断层，防止其彻底滑向学业违约。"
pjwrqxbj992,"【学业发展诊断建议书】
学号：pjwrqxbj992 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 0.892）。其在【portrait】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 0.892。核心归因为【综合偏差】，当前学业薄弱点为【portrait】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【portrait】维度的断层，防止其彻底滑向学业违约。"
pjwrqxbj993,"【学业发展诊断建议书】
学号：pjwrqxbj993 | 诊断画像：学业游离型 | 演化轨迹：持续优良型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：该生行为模式稳定，但在评价体系中触发了【高危稳态偏离】。 系统判定的风险概率极高，达到 0.937。虽在【奖学金获奖】上极其自律，但由于完全偏离了【本科生综合测评】等关键考核指标，导致学业轨迹出现结构性偏差。

3. 诊断结论：系统判定风险概率为 0.937。核心归因为【综合偏差】，当前学业薄弱点为【本科生综合测评】。

4. 干预建议：建议关注该生是否存在‘盲目自律’，需引导其将精力回归至【本科生综合测评】，确保能顺利达成学业目标。"
pjwrqxbj994,"【学业发展诊断建议书】
学号：pjwrqxbj994 | 诊断画像：学业游离型 | 演化轨迹：持续优良型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：该生行为模式稳定，但在评价体系中触发了【高危稳态偏离】。 系统判定的风险概率极高，达到 0.883。虽在【基本信息】上极其自律，但由于完全偏离了【体育课】等关键考核指标，导致学业轨迹出现结构性偏差。

3. 诊断结论：系统判定风险概率为 0.883。核心归因为【综合偏差】，当前学业薄弱点为【体育课】。

4. 干预建议：建议关注该生是否存在‘盲目自律’，需引导其将精力回归至【体育课】，确保能顺利达成学业目标。"
pjwrqxbj998,"【学业发展诊断建议书】
学号：pjwrqxbj998 | 诊断画像：学业游离型 | 演化轨迹：低活跃型

1. 画像定义：处于学业边缘，核心指标大幅跌破基准线，存在脱离学业轨道的风险。

2. 动态分析：长期处于低参与度状态，表现出‘慢性游离’特征。 系统判定该生处于高风险区间（概率 1.0）。其在【奖学金获奖】等核心指标上长期缺失，当前画像与其应有的学业状态存在显著差异。

3. 诊断结论：系统判定风险概率为 1.0。核心归因为【综合偏差】，当前学业薄弱点为【奖学金获奖】。

4. 干预建议：建议通过强制性学业辅导，重点弥补其在【奖学金获奖】维度的断层，防止其彻底滑向学业违约。"
